dateannounced,numcases_h,total_cases_h,numcases_r,total_cases_r,numcases_d,total_cases_d,Total Tested,daily_test
2020-05-16,115.0,2570.0,63.0,895.0,7.0,235.0,77288.0,7745.0
2020-05-17,101.0,2671.0,67.0,962.0,6.0,241.0,85956.0,8668.0
2020-05-18,147.0,2818.0,47.0,1009.0,6.0,247.0,93570.0,7614.0
2020-05-19,137.0,2955.0,68.0,1077.0,6.0,253.0,102282.0,8712.0
2020-05-20,142.0,3097.0,62.0,1139.0,3.0,256.0,111002.0,8720.0
2020-05-21,94.0,3191.0,57.0,1196.0,6.0,262.0,115244.0,4242.0
2020-05-22,135.0,3326.0,28.0,1224.0,6.0,268.0,120599.0,5355.0
2020-05-23,127.0,3453.0,60.0,1284.0,4.0,272.0,129608.0,9009.0
2020-05-24,208.0,3661.0,58.0,1342.0,3.0,275.0,138824.0,9216.0
2020-05-25,149.0,3810.0,75.0,1417.0,6.0,281.0,148049.0,9225.0
2020-05-26,193.0,4003.0,72.0,1489.0,5.0,286.0,157277.0,9228.0
2020-05-27,183.0,4186.0,92.0,1581.0,6.0,292.0,166513.0,9236.0
2020-05-28,344.0,4530.0,90.0,1671.0,6.0,298.0,175769.0,9256.0
2020-05-29,277.0,4807.0,107.0,1778.0,7.0,305.0,185051.0,9282.0
2020-05-30,317.0,5124.0,195.0,1973.0,7.0,312.0,194397.0,9346.0
2020-05-31,371.0,5495.0,187.0,2160.0,8.0,320.0,203751.0,9354.0
2020-06-01,271.0,5766.0,149.0,2309.0,8.0,328.0,213231.0,9480.0
2020-06-02,396.0,6162.0,104.0,2413.0,10.0,338.0,222726.0,9495.0
2020-06-03,340.0,6502.0,170.0,2583.0,10.0,348.0,232225.0,9499.0
2020-06-04,368.0,6870.0,188.0,2771.0,10.0,358.0,241831.0,9606.0
2020-06-05,427.0,7297.0,144.0,2915.0,11.0,369.0,251517.0,9686.0
2020-06-06,435.0,7732.0,207.0,3122.0,17.0,386.0,261288.0,9771.0
2020-06-07,449.0,8181.0,184.0,3306.0,13.0,399.0,271074.0,9786.0
2020-06-08,426.0,8607.0,162.0,3468.0,9.0,408.0,280098.0,9024.0
2020-06-09,372.0,8979.0,155.0,3623.0,10.0,418.0,287900.0,7802.0
2020-06-10,343.0,9322.0,159.0,3782.0,17.0,435.0,297419.0,9519.0
2020-06-11,440.0,9762.0,209.0,3991.0,10.0,445.0,306941.0,9522.0
2020-06-12,476.0,10238.0,218.0,4209.0,9.0,454.0,315699.0,8758.0
2020-06-13,454.0,10692.0,336.0,4545.0,12.0,466.0,324707.0,9008.0
2020-06-14,389.0,11081.0,518.0,5063.0,12.0,478.0,333733.0,9026.0
2020-06-15,407.0,11488.0,434.0,5497.0,10.0,488.0,343242.0,9509.0
2020-06-16,415.0,11903.0,534.0,6031.0,10.0,498.0,351754.0,8512.0
2020-06-17,391.0,12294.0,505.0,6536.0,11.0,509.0,360976.0,9222.0
2020-06-18,435.0,12729.0,468.0,7004.0,12.0,521.0,370291.0,9315.0
2020-06-19,355.0,13084.0,302.0,7306.0,11.0,532.0,380612.0,10321.0
2020-06-20,441.0,13525.0,562.0,7868.0,11.0,543.0,390942.0,10330.0
2020-06-21,414.0,13939.0,432.0,8300.0,15.0,558.0,401491.0,10549.0
2020-06-22,413.0,14352.0,390.0,8690.0,14.0,572.0,410854.0,9363.0
2020-06-23,370.0,14722.0,531.0,9221.0,11.0,583.0,420277.0,9423.0
2020-06-24,445.0,15167.0,484.0,9705.0,11.0,594.0,429766.0,9489.0
2020-06-25,475.0,15642.0,488.0,10193.0,15.0,609.0,439258.0,9492.0
2020-06-26,542.0,16184.0,345.0,10538.0,10.0,619.0,448795.0,9537.0
2020-06-27,521.0,16705.0,254.0,10792.0,13.0,632.0,458343.0,9548.0
2020-06-28,572.0,17277.0,404.0,11196.0,10.0,642.0,468906.0,10563.0
2020-06-29,624.0,17901.0,526.0,11722.0,14.0,656.0,478419.0,9513.0
2020-06-30,652.0,18553.0,411.0,12133.0,15.0,671.0,488038.0,9619.0
2020-07-01,,,,,,,497596.0,9558.0
2020-07-02,,,,,,,508001.0,10405.0
2020-07-03,,,,,,,519054.0,11053.0
2020-07-04,,,,,,,530072.0,11018.0
2020-07-05,,,,,,,541088.0,11016.0
2020-07-06,,,,,,,552007.0,10919.0
2020-07-07,,,,,,,562137.0,10130.0
2020-07-08,,,,,,,572523.0,10386.0
2020-07-09,,,,,,,583328.0,10805.0
2020-07-10,,,,,,,593967.0,10639.0
